Año,Semana,Ceco,FHW
2026,4,38675,3.80%
2026,4,38702,1.30%
2026,4,38703,5.10%
2026,4,43057,2.20%
2026,4,43084,1.20%
2026,4,43148,0.90%
2026,4,38147,2.90%
2026,4,38163,3.00%
2026,4,38174,0.90%
2026,4,38407,0.80%
2026,4,38672,0.20%
2026,4,38699,0.30%
2026,4,38700,0.00%
2026,4,38733,1.70%
2026,4,38753,0.10%
2026,4,38754,0.10%
2026,4,43047,2.40%
2026,4,43129,2.80%
2026,4,38121,8.40%
2026,4,38366,3.20%
2026,4,38386,3.90%
2026,4,38461,4.10%
2026,4,38538,8.50%
2026,4,38644,1.50%
2026,4,38709,18.80%
2026,4,38717,16.10%
2026,4,38722,7.70%
2026,4,38727,6.60%
2026,4,38773,0.40%
2026,4,43041,12.90%
2026,4,38103,7.40%
2026,4,38104,5.00%
2026,4,38106,5.30%
2026,4,38112,4.50%
2026,4,38188,5.20%
2026,4,38227,5.20%
2026,4,38617,17.90%
2026,4,38646,6.20%
2026,4,38692,15.30%
2026,4,38730,3.60%
2026,4,38746,0.70%
2026,4,38954,3.30%
2026,4,43142,5.80%
2026,4,38115,10.60%
2026,4,38119,9.60%
2026,4,38142,12.10%
2026,4,38149,12.50%
2026,4,38266,18.20%
2026,4,38270,16.50%
2026,4,38363,9.50%
2026,4,38394,12.00%
2026,4,38507,10.40%
2026,4,38535,13.90%
2026,4,38925,9.80%
2026,4,43043,17.40%
2026,4,43130,10.80%
2026,4,38108,6.10%
2026,4,38110,0.60%
2026,4,38128,0.50%
2026,4,38187,1.60%
2026,4,38191,3.00%
2026,4,38202,4.60%
2026,4,38220,3.40%
2026,4,38382,0.50%
2026,4,38415,1.30%
2026,4,38481,2.60%
2026,4,38522,3.20%
2026,4,38541,3.20%
2026,4,38597,10.80%
2026,4,38627,1.10%
2026,4,38136,6.70%
2026,4,38186,10.00%
2026,4,38230,11.70%
2026,4,38374,12.20%
2026,4,38442,11.00%
2026,4,38460,8.60%
2026,4,38606,8.70%
2026,4,38661,16.50%
2026,4,38674,14.60%
2026,4,38694,2.10%
2026,4,38792,7.40%
2026,4,38845,6.80%
2026,4,38138,0.50%
2026,4,38141,2.00%
2026,4,38319,0.20%
2026,4,38441,4.20%
2026,4,38547,8.10%
2026,4,38668,2.30%
2026,4,38841,1.30%
2026,4,38896,3.20%
2026,4,38987,8.30%
2026,4,43059,4.20%
2026,4,43068,0.50%
2026,4,38158,2.90%
2026,4,38166,5.40%
2026,4,38390,1.60%
2026,4,38400,0.50%
2026,4,38445,3.40%
2026,4,38512,12.80%
2026,4,38532,9.90%
2026,4,38751,8.00%
2026,4,38755,0.20%
2026,4,38777,1.20%
2026,4,38780,5.80%
2026,4,38798,3.70%
2026,4,38810,2.80%
2026,4,38180,0.10%
2026,4,38184,0.30%
2026,4,38533,0.10%
2026,4,38540,0.10%
2026,4,38564,0.40%
2026,4,38741,2.20%
2026,4,38765,0.40%
2026,4,38788,0.70%
2026,4,38865,7.10%
2026,4,38968,1.00%
2026,4,38196,1.90%
2026,4,38246,0.10%
2026,4,38254,1.40%
2026,4,38263,0.30%
2026,4,38336,2.00%
2026,4,38596,0.10%
2026,4,38830,0.00%
2026,4,38883,2.60%
2026,4,38898,0.60%
2026,4,38935,1.90%
2026,4,38958,0.40%
2026,4,38963,0.20%
2026,4,38981,0.00%
2026,4,43005,0.20%
2026,4,38205,10.20%
2026,4,38207,1.70%
2026,4,38371,12.40%
2026,4,38411,24.40%
2026,4,38527,10.20%
2026,4,38546,17.10%
2026,4,38651,11.80%
2026,4,38677,15.70%
2026,4,38719,17.80%
2026,4,38837,18.90%
2026,4,43111,19.60%
2026,4,43132,17.30%
2026,4,43195,3.10%
2026,4,38248,0.10%
2026,4,38680,0.20%
2026,4,38808,0.20%
2026,4,38875,0.30%
2026,4,38984,0.10%
2026,4,43154,0.30%
2026,4,38258,3.60%
2026,4,38313,0.80%
2026,4,38322,0.40%
2026,4,38380,0.10%
2026,4,38545,0.00%
2026,4,38582,0.80%
2026,4,38670,0.20%
2026,4,38836,1.80%
2026,4,38869,0.60%
2026,4,38874,1.20%
2026,4,38977,0.40%
2026,4,43143,0.50%
2026,4,38122,1.00%
2026,4,38148,2.20%
2026,4,38150,1.50%
2026,4,38189,3.90%
2026,4,38225,0.30%
2026,4,38233,5.80%
2026,4,38361,15.70%
2026,4,38414,0.10%
2026,4,38438,5.80%
2026,4,38485,1.70%
2026,4,38508,2.60%
2026,4,38534,1.40%
2026,4,38578,0.00%
2026,4,38607,6.30%
2026,4,38633,4.30%
2026,4,38704,0.50%
2026,4,38747,0.40%
2026,4,38749,15.00%
2026,4,38769,5.60%
2026,4,38829,2.30%
2026,4,38847,3.90%
2026,4,38957,8.00%
2026,4,43011,1.20%
2026,4,43147,11.50%
2026,4,38243,13.80%
2026,4,38252,7.00%
2026,4,38271,2.80%
2026,4,38274,6.70%
2026,4,38277,10.90%
2026,4,38307,6.50%
2026,4,38326,1.40%
2026,4,38383,12.60%
2026,4,38446,2.20%
2026,4,38509,13.70%
2026,4,38539,2.80%
2026,4,38664,6.50%
2026,4,38667,1.20%
2026,4,38740,1.00%
2026,4,38763,8.30%
2026,4,38778,3.00%
2026,4,38779,17.90%
2026,4,38922,10.00%
2026,4,38933,1.00%
2026,4,38948,0.40%
2026,4,38952,2.90%
2026,4,43016,8.30%
2026,4,43060,11.80%
2026,4,43106,24.70%
2026,4,43156,6.20%
2026,4,38245,2.50%
2026,4,38247,2.00%
2026,4,38251,6.10%
2026,4,38453,1.80%
2026,4,38552,1.50%
2026,4,38673,10.80%
2026,4,38884,14.50%
2026,4,38904,2.00%
2026,4,43027,14.10%
2026,4,43032,6.90%
2026,4,43089,2.90%
2026,4,38268,9.40%
2026,4,38286,9.60%
2026,4,38601,5.10%
2026,4,38642,2.10%
2026,4,38729,8.90%
2026,4,38809,0.80%
2026,4,38812,4.50%
2026,4,38832,1.90%
2026,4,38899,0.60%
2026,4,38997,4.60%
2026,4,38262,9.30%
2026,4,38355,2.60%
2026,4,38392,4.50%
2026,4,38473,6.60%
2026,4,38506,7.90%
2026,4,38563,10.90%
2026,4,38630,6.10%
2026,4,38734,10.10%
2026,4,38891,13.20%
2026,4,38912,2.10%
2026,4,38974,5.20%
2026,4,43063,5.60%
2026,4,43185,8.70%
2026,4,38265,14.60%
2026,4,38412,0.70%
2026,4,38450,1.80%
2026,4,38737,1.10%
2026,4,38848,6.80%
2026,4,38934,3.50%
2026,4,38999,5.00%
2026,4,43076,4.40%
2026,4,38683,3.70%
2026,4,38726,5.00%
2026,4,38743,1.60%
2026,4,38873,3.50%
2026,4,43003,1.00%
2026,4,43042,2.40%
2026,4,43096,3.30%
2026,4,38283,0.10%
2026,4,38342,2.10%
2026,4,38353,0.60%
2026,4,38524,0.40%
2026,4,38666,0.10%
2026,4,38685,9.40%
2026,4,38693,0.60%
2026,4,38797,1.00%
2026,4,38985,0.30%
2026,4,43110,3.50%
2026,4,43168,0.20%
2026,4,38305,1.10%
2026,4,38860,5.60%
2026,4,38895,6.20%
2026,4,38945,0.10%
2026,4,43036,3.00%
2026,4,43040,7.00%
2026,4,43125,6.20%
2026,4,43149,5.80%
2026,4,43155,13.40%
2026,4,38306,5.20%
2026,4,38315,5.40%
2026,4,38520,9.40%
2026,4,38631,6.80%
2026,4,38665,0.10%
2026,4,38669,6.10%
2026,4,38689,0.20%
2026,4,38735,7.20%
2026,4,38818,8.40%
2026,4,38953,1.70%
2026,4,43050,2.10%
2026,4,43071,2.90%
2026,4,38331,5.00%
2026,4,38459,5.30%
2026,4,38565,9.30%
2026,4,38650,3.30%
2026,4,38820,4.00%
2026,4,38947,3.20%
2026,4,38959,5.90%
2026,4,43031,17.10%
2026,4,43056,10.90%
2026,4,38457,8.70%
2026,4,38492,3.50%
2026,4,38618,3.90%
2026,4,38776,10.70%
2026,4,38986,9.60%
2026,4,38320,20.10%
2026,4,38323,4.20%
2026,4,38334,5.80%
2026,4,38350,2.80%
2026,4,38362,4.20%
2026,4,38373,5.00%
2026,4,38388,8.10%
2026,4,38518,4.80%
2026,4,38573,17.80%
2026,4,38574,1.60%
2026,4,38598,4.90%
2026,4,38609,2.40%
2026,4,38705,6.30%
2026,4,38759,23.10%
2026,4,38786,9.70%
2026,4,38826,4.90%
2026,4,38955,2.80%
2026,4,38988,7.70%
2026,4,43054,5.50%
2026,4,43088,9.40%
2026,4,43098,5.50%
2026,4,43133,7.10%
2026,4,43134,6.50%
2026,4,38250,3.90%
2026,4,38295,1.00%
2026,4,38467,7.70%
2026,4,38728,5.30%
2026,4,38757,3.80%
2026,4,38864,0.70%
2026,4,38871,2.20%
2026,4,38886,0.80%
2026,4,38916,0.50%
2026,4,38944,0.90%
2026,4,38976,3.50%
2026,4,43033,4.40%
2026,4,38351,3.00%
2026,4,38375,8.30%
2026,4,38429,2.30%
2026,4,38511,1.10%
2026,4,38567,5.10%
2026,4,38678,7.60%
2026,4,38684,8.30%
2026,4,38716,3.40%
2026,4,38718,4.00%
2026,4,38996,1.10%
2026,4,43034,8.50%
2026,4,38357,0.50%
2026,4,38358,3.00%
2026,4,38790,4.50%
2026,4,38793,6.40%
2026,4,38893,16.90%
2026,4,38908,2.60%
2026,4,38939,3.60%
2026,4,43064,11.20%
2026,4,43170,8.80%
2026,4,38502,0.10%
2026,4,38594,2.70%
2026,4,38657,0.50%
2026,4,38659,0.10%
2026,4,38800,1.80%
2026,4,38801,3.70%
2026,4,38855,1.00%
2026,4,43026,1.40%
2026,4,43163,6.10%
2026,4,43169,0.80%
2026,4,38193,0.10%
2026,4,38372,2.00%
2026,4,38416,0.90%
2026,4,38499,0.60%
2026,4,38530,2.10%
2026,4,38549,2.70%
2026,4,38587,8.90%
2026,4,38715,1.20%
2026,4,38951,1.30%
2026,4,43105,0.60%
2026,4,38117,12.20%
2026,4,38176,14.80%
2026,4,38197,11.30%
2026,4,38427,5.00%
2026,4,38458,3.60%
2026,4,38475,12.70%
2026,4,38561,4.90%
2026,4,38590,6.50%
2026,4,38656,15.30%
2026,4,38695,6.40%
2026,4,38770,9.20%
2026,4,38859,2.60%
2026,4,43152,7.90%
2026,4,38126,5.70%
2026,4,38179,0.20%
2026,4,38185,4.70%
2026,4,38292,8.90%
2026,4,38439,3.90%
2026,4,38452,6.10%
2026,4,38466,0.90%
2026,4,38568,0.70%
2026,4,38799,4.10%
2026,4,38815,1.30%
2026,4,38918,6.00%
2026,4,43107,5.00%
2026,4,38199,1.80%
2026,4,38238,0.10%
2026,4,38244,0.60%
2026,4,38276,0.90%
2026,4,38510,2.20%
2026,4,38603,0.30%
2026,4,38739,0.20%
2026,4,38844,0.20%
2026,4,38849,0.90%
2026,4,38970,0.00%
2026,4,38333,10.40%
2026,4,38339,11.70%
2026,4,38368,5.10%
2026,4,38401,9.80%
2026,4,38456,16.50%
2026,4,38515,12.20%
2026,4,38604,10.20%
2026,4,38862,13.50%
2026,4,38894,4.80%
2026,4,43193,3.80%
2026,4,38377,8.00%
2026,4,38480,5.50%
2026,4,38559,7.40%
2026,4,38629,15.70%
2026,4,38846,9.20%
2026,4,38882,16.40%
2026,4,43055,16.40%
2026,4,43135,7.40%
2026,4,38154,2.20%
2026,4,38221,5.60%
2026,4,38228,6.80%
2026,4,38241,1.60%
2026,4,38314,2.40%
2026,4,38324,1.60%
2026,4,38384,0.90%
2026,4,38592,6.40%
2026,4,38679,2.80%
2026,4,43030,1.90%
2026,4,43151,19.30%
2026,4,38348,0.80%
2026,4,38396,0.30%
2026,4,38410,6.80%
2026,4,38451,2.00%
2026,4,38536,5.20%
2026,4,38550,1.30%
2026,4,38649,0.90%
2026,4,38682,2.80%
2026,4,43044,1.10%
2026,4,43157,1.80%
2026,4,38255,11.70%
2026,4,38302,11.00%
2026,4,38311,18.10%
2026,4,38434,7.60%
2026,4,38714,6.90%
2026,4,38745,9.40%
2026,4,38814,15.50%
2026,4,38980,3.70%
2026,4,43092,13.70%
2026,4,43145,28.90%
2026,4,43171,11.40%
2026,4,43174,21.30%
2026,4,38300,0.60%
2026,4,38316,0.30%
2026,4,38329,1.70%
2026,4,38655,0.70%
2026,4,38758,0.30%
2026,4,38867,0.10%
2026,4,43000,0.50%
2026,4,38318,0.30%
2026,4,38337,0.10%
2026,4,38476,0.40%
2026,4,38621,0.00%
2026,4,38707,0.30%
2026,4,38892,0.10%
2026,4,38971,0.10%
2026,4,38973,0.10%
2026,4,38321,0.30%
2026,4,38325,0.50%
2026,4,38341,3.00%
2026,4,38490,0.40%
2026,4,38708,0.60%
2026,4,38909,0.30%
2026,4,38932,1.90%
2026,4,38960,4.00%
2026,4,38170,2.90%
2026,4,38218,2.90%
2026,4,38237,2.40%
2026,4,38249,19.10%
2026,4,38287,2.20%
2026,4,38290,0.60%
2026,4,38304,5.30%
2026,4,38330,16.80%
2026,4,38905,1.50%
2026,4,38978,2.90%
2026,4,38431,7.60%
2026,4,38529,7.50%
2026,4,38811,17.90%
2026,4,38903,9.20%
2026,4,38924,19.40%
2026,4,38930,12.00%
2026,4,38937,11.30%
2026,4,38992,10.60%
2026,4,38995,7.80%
2026,4,38123,11.50%
2026,4,38155,6.10%
2026,4,38203,5.40%
2026,4,38234,3.70%
2026,4,38376,7.80%
2026,4,38463,7.50%
2026,4,38465,10.20%
2026,4,38487,0.80%
2026,4,38497,12.50%
2026,4,38632,0.00%
2026,4,38762,1.40%
2026,4,38785,2.30%
2026,4,43123,16.40%
2026,4,38201,0.10%
2026,4,38223,0.10%
2026,4,38224,1.60%
2026,4,38584,1.10%
2026,4,38742,0.10%
2026,4,38907,1.30%
2026,4,38278,2.90%
2026,4,38282,3.90%
2026,4,38310,2.30%
2026,4,38443,1.30%
2026,4,38531,2.30%
2026,4,38537,14.00%
2026,4,38643,1.40%
2026,4,38870,6.40%
2026,4,38920,14.20%
2026,4,43018,17.60%
2026,4,38161,
2026,4,38165,
2026,4,38171,
2026,4,38182,
2026,4,38206,
2026,4,38269,
2026,4,38297,
2026,4,38299,
2026,4,38420,
2026,4,38478,
2026,4,38641,
2026,4,38789,
2026,4,38795,
2026,4,38796,
2026,4,38803,
2026,4,38877,
2026,4,38901,
2026,4,38910,
2026,4,38911,
2026,4,38929,
2026,4,38943,
2026,4,43082,
2026,4,43083,
2026,4,43162,
2026,5,38209,0.10%
2026,5,38317,3.50%
2026,5,38489,0.10%
2026,5,38589,5.30%
2026,5,38843,1.60%
2026,5,38872,9.10%
2026,5,38950,1.20%
2026,5,38989,3.70%
2026,5,43029,0.20%
2026,5,38101,0.60%
2026,5,38240,2.60%
2026,5,38272,0.80%
2026,5,38285,0.20%
2026,5,38291,1.70%
2026,5,38389,4.80%
2026,5,38404,3.90%
2026,5,38422,3.20%
2026,5,38433,2.00%
2026,5,38555,1.70%
2026,5,38613,11.20%
2026,5,38654,3.70%
2026,5,38681,2.90%
2026,5,43188,1.40%
2026,5,38183,0.50%
2026,5,38387,6.40%
2026,5,38577,0.20%
2026,5,38721,0.40%
2026,5,38732,0.80%
2026,5,38736,0.20%
2026,5,38813,0.10%
2026,5,38821,0.20%
2026,5,38857,4.20%
2026,5,43008,3.00%
2026,5,43124,0.50%
2026,5,38344,5.20%
2026,5,38635,7.40%
2026,5,38858,0.80%
2026,5,38109,5.40%
2026,5,38173,1.10%
2026,5,38312,2.20%
2026,5,38378,4.40%
2026,5,38423,0.80%
2026,5,38432,3.20%
2026,5,38440,0.30%
2026,5,38483,4.90%
2026,5,38498,1.10%
2026,5,38504,3.40%
2026,5,38554,0.10%
2026,5,38556,1.00%
2026,5,38558,9.40%
2026,5,38602,3.70%
2026,5,38658,3.40%
2026,5,38752,2.60%
2026,5,38850,2.50%
2026,5,38113,8.50%
2026,5,38139,6.90%
2026,5,38152,5.80%
2026,5,38208,10.00%
2026,5,38239,11.30%
2026,5,38365,4.20%
2026,5,38417,7.20%
2026,5,38430,1.80%
2026,5,38484,13.80%
2026,5,38585,10.70%
2026,5,38620,2.60%
2026,5,38663,6.30%
2026,5,43025,6.60%
2026,5,38111,4.10%
2026,5,38118,4.10%
2026,5,38194,8.10%
2026,5,38219,1.70%
2026,5,38349,8.00%
2026,5,38399,4.80%
2026,5,38405,0.80%
2026,5,38470,12.80%
2026,5,38557,3.40%
2026,5,38581,5.10%
2026,5,38600,0.10%
2026,5,38612,5.20%
2026,5,38676,2.80%
2026,5,38982,6.60%
2026,5,38107,3.70%
2026,5,38116,4.20%
2026,5,38124,1.30%
2026,5,38129,4.60%
2026,5,38169,4.70%
2026,5,38398,8.20%
2026,5,38428,10.80%
2026,5,38447,0.70%
2026,5,38544,3.70%
2026,5,38571,2.90%
2026,5,38580,6.50%
2026,5,38615,5.40%
2026,5,38691,8.10%
2026,5,38226,6.80%
2026,5,38279,0.50%
2026,5,38289,5.90%
2026,5,38418,0.70%
2026,5,38419,1.20%
2026,5,38468,1.20%
2026,5,38477,1.00%
2026,5,38496,3.80%
2026,5,38611,7.10%
2026,5,38645,0.40%
2026,5,38725,4.50%
2026,5,43070,4.00%
2026,5,38131,4.60%
2026,5,38172,3.60%
2026,5,38402,3.20%
2026,5,38406,3.30%
2026,5,38543,4.10%
2026,5,38560,2.00%
2026,5,38605,4.00%
2026,5,38625,12.00%
2026,5,38771,0.20%
2026,5,38784,4.10%
2026,5,38791,0.20%
2026,5,38806,4.70%
2026,5,38866,2.10%
2026,5,38133,0.10%
2026,5,38190,0.40%
2026,5,38192,0.10%
2026,5,38280,0.50%
2026,5,38634,0.70%
2026,5,38638,0.30%
2026,5,38804,0.20%
2026,5,38949,0.50%
2026,5,43069,1.90%
2026,5,43074,0.50%
2026,5,43166,2.30%
2026,5,38146,1.80%
2026,5,38157,0.60%
2026,5,38519,0.60%
2026,5,38698,0.30%
2026,5,38761,1.00%
2026,5,38768,4.80%
2026,5,38819,1.50%
2026,5,38831,1.40%
2026,5,38840,6.10%
2026,5,38897,3.20%
2026,5,43009,3.80%
2026,5,38114,6.30%
2026,5,38360,12.40%
2026,5,38367,3.30%
2026,5,38379,0.50%
2026,5,38393,8.20%
2026,5,38469,4.30%
2026,5,38471,5.30%
2026,5,38472,9.40%
2026,5,38494,8.10%
2026,5,38637,1.10%
2026,5,38817,1.50%
2026,5,38964,3.40%
2026,5,38164,1.60%
2026,5,38222,0.60%
2026,5,38264,0.90%
2026,5,38599,1.40%
2026,5,38690,2.30%
2026,5,38731,0.20%
2026,5,38756,0.00%
2026,5,38787,0.50%
2026,5,38942,2.00%
2026,5,43100,2.70%
2026,5,38204,0.70%
2026,5,38359,1.30%
2026,5,38876,2.80%
2026,5,38917,5.20%
2026,5,43021,5.60%
2026,5,38217,0.60%
2026,5,38257,1.60%
2026,5,38516,0.90%
2026,5,38586,0.00%
2026,5,38993,1.40%
2026,5,43086,1.10%
2026,5,43146,1.70%
2026,5,38211,3.30%
2026,5,38214,1.50%
2026,5,38354,5.80%
2026,5,38370,3.20%
2026,5,38639,3.10%
2026,5,38711,0.70%
2026,5,38723,2.10%
2026,5,38889,0.20%
2026,5,38972,1.60%
2026,5,38990,7.40%
2026,5,43001,3.30%
2026,5,38134,2.40%
2026,5,38260,10.00%
2026,5,38340,8.70%
2026,5,38464,6.60%
2026,5,38482,7.10%
2026,5,38501,6.80%
2026,5,38513,4.40%
2026,5,38526,6.70%
2026,5,38569,3.20%
2026,5,38570,4.10%
2026,5,38579,6.20%
2026,5,38619,7.50%
2026,5,38888,1.20%
2026,5,38941,1.90%
2026,5,38296,1.30%
2026,5,38328,1.80%
2026,5,38435,0.30%
2026,5,38488,5.40%
2026,5,38712,1.30%
2026,5,38744,0.50%
2026,5,38805,0.30%
2026,5,38828,1.80%
2026,5,38928,0.80%
2026,5,38975,8.50%
2026,5,43186,2.90%
2026,5,38408,2.70%
2026,5,38525,0.60%
2026,5,38738,0.10%
2026,5,38781,2.70%
2026,5,38839,2.30%
2026,5,38946,5.00%
2026,5,38966,3.40%
2026,5,38967,2.70%
2026,5,38267,1.90%
2026,5,38503,2.80%
2026,5,38760,0.30%
2026,5,38825,0.80%
2026,5,38842,2.40%
2026,5,38919,0.40%
2026,5,38923,1.50%
2026,5,38979,1.60%
2026,5,38991,1.30%
2026,5,43190,2.40%
2026,5,38273,0.40%
2026,5,38275,0.00%
2026,5,38335,0.20%
2026,5,38454,0.20%
2026,5,38887,0.20%
2026,5,38921,0.40%
2026,5,38956,0.30%
2026,5,38983,1.30%
2026,5,43114,0.20%
2026,5,43115,8.60%
2026,5,43138,3.80%
2026,5,38436,1.60%
2026,5,38491,1.20%
2026,5,38782,5.90%
2026,5,38890,0.20%
2026,5,43010,5.90%
2026,5,38236,4.30%
2026,5,38309,6.60%
2026,5,38397,1.60%
2026,5,38413,2.00%
2026,5,38566,2.90%
2026,5,38614,2.90%
2026,5,38636,6.00%
2026,5,38648,3.70%
2026,5,38696,2.70%
2026,5,38838,4.10%
2026,5,43118,1.40%
2026,5,43137,1.90%
2026,5,38159,1.40%
2026,5,38338,0.20%
2026,5,38345,1.00%
2026,5,38479,4.70%
2026,5,38647,3.70%
2026,5,38868,0.80%
2026,5,38881,0.50%
2026,5,38931,1.70%
2026,5,38938,2.40%
2026,5,38969,0.70%
2026,5,38137,4.20%
2026,5,38143,3.10%
2026,5,38144,1.10%
2026,5,38153,4.40%
2026,5,38195,1.50%
2026,5,38229,11.40%
2026,5,38624,4.20%
2026,5,38640,4.30%
2026,5,38660,6.20%
2026,5,38994,7.30%
2026,5,43172,9.00%
2026,5,38210,1.50%
2026,5,38242,4.10%
2026,5,38288,4.90%
2026,5,38346,4.10%
2026,5,38381,1.90%
2026,5,38517,7.40%
2026,5,38523,1.10%
2026,5,38713,11.50%
2026,5,38863,6.90%
2026,5,38879,2.90%
2026,5,38162,9.50%
2026,5,38177,9.50%
2026,5,38213,2.10%
2026,5,38332,0.90%
2026,5,38352,1.10%
2026,5,38356,1.80%
2026,5,38449,6.00%
2026,5,38542,1.20%
2026,5,38575,8.20%
2026,5,38588,5.70%
2026,5,38861,2.60%
2026,5,43046,3.10%
2026,5,43051,8.10%
2026,5,38409,2.30%
2026,5,38448,7.30%
2026,5,38486,1.80%
2026,5,38551,3.20%
2026,5,38583,0.40%
2026,5,38675,3.20%
2026,5,38702,9.40%
2026,5,38703,3.90%
2026,5,43057,1.00%
2026,5,43084,1.60%
2026,5,43148,0.60%
2026,5,38147,2.40%
2026,5,38163,1.60%
2026,5,38174,1.50%
2026,5,38407,1.20%
2026,5,38672,0.10%
2026,5,38699,0.20%
2026,5,38700,0.10%
2026,5,38733,0.70%
2026,5,38753,0.30%
2026,5,38754,0.10%
2026,5,43047,2.20%
2026,5,43129,1.40%
2026,5,38121,7.20%
2026,5,38366,5.10%
2026,5,38386,4.30%
2026,5,38461,3.30%
2026,5,38538,8.30%
2026,5,38644,1.80%
2026,5,38709,18.80%
2026,5,38717,17.80%
2026,5,38722,8.30%
2026,5,38727,7.50%
2026,5,38773,1.90%
2026,5,43041,7.10%
2026,5,38103,5.50%
2026,5,38104,4.20%
2026,5,38106,5.00%
2026,5,38112,6.70%
2026,5,38188,4.30%
2026,5,38227,3.70%
2026,5,38617,16.20%
2026,5,38646,6.10%
2026,5,38692,8.80%
2026,5,38730,3.80%
2026,5,38746,1.00%
2026,5,38954,2.10%
2026,5,43142,6.30%
2026,5,38115,14.10%
2026,5,38119,7.70%
2026,5,38142,13.20%
2026,5,38149,11.70%
2026,5,38266,17.00%
2026,5,38270,14.20%
2026,5,38363,8.60%
2026,5,38394,9.30%
2026,5,38507,5.70%
2026,5,38535,11.00%
2026,5,38925,13.10%
2026,5,43043,14.00%
2026,5,43130,5.70%
2026,5,38108,6.70%
2026,5,38110,0.60%
2026,5,38128,0.40%
2026,5,38187,1.50%
2026,5,38191,2.30%
2026,5,38202,3.90%
2026,5,38220,4.90%
2026,5,38382,0.40%
2026,5,38415,0.80%
2026,5,38481,2.60%
2026,5,38522,4.10%
2026,5,38541,2.30%
2026,5,38597,8.90%
2026,5,38627,0.40%
2026,5,38136,6.50%
2026,5,38186,9.10%
2026,5,38230,11.00%
2026,5,38374,13.20%
2026,5,38442,8.90%
2026,5,38460,3.50%
2026,5,38606,8.20%
2026,5,38661,15.10%
2026,5,38674,12.70%
2026,5,38694,2.30%
2026,5,38792,8.90%
2026,5,38845,6.50%
2026,5,38138,2.70%
2026,5,38141,3.50%
2026,5,38319,0.20%
2026,5,38441,5.40%
2026,5,38547,7.70%
2026,5,38668,4.10%
2026,5,38841,1.00%
2026,5,38896,10.10%
2026,5,38987,6.10%
2026,5,43059,2.90%
2026,5,43068,1.20%
2026,5,38158,2.20%
2026,5,38166,4.10%
2026,5,38390,1.80%
2026,5,38400,0.60%
2026,5,38445,2.60%
2026,5,38512,11.70%
2026,5,38532,8.50%
2026,5,38751,8.60%
2026,5,38755,0.10%
2026,5,38777,1.90%
2026,5,38780,5.50%
2026,5,38798,2.00%
2026,5,38810,2.30%
2026,5,38180,0.60%
2026,5,38184,0.20%
2026,5,38198,0.20%
2026,5,38533,0.10%
2026,5,38540,0.50%
2026,5,38564,0.80%
2026,5,38741,1.10%
2026,5,38765,0.30%
2026,5,38788,4.10%
2026,5,38865,4.80%
2026,5,38968,0.20%
2026,5,38196,3.40%
2026,5,38246,0.30%
2026,5,38254,12.60%
2026,5,38263,0.20%
2026,5,38336,1.50%
2026,5,38596,0.30%
2026,5,38830,0.10%
2026,5,38883,2.80%
2026,5,38898,1.10%
2026,5,38935,3.20%
2026,5,38958,1.30%
2026,5,38981,0.00%
2026,5,43005,1.90%
2026,5,38205,9.20%
2026,5,38207,2.40%
2026,5,38371,7.90%
2026,5,38411,18.00%
2026,5,38527,5.30%
2026,5,38546,10.80%
2026,5,38651,8.60%
2026,5,38677,13.00%
2026,5,38719,14.00%
2026,5,38837,15.60%
2026,5,43111,17.90%
2026,5,43132,15.80%
2026,5,43194,4.00%
2026,5,43195,2.30%
2026,5,38248,0.10%
2026,5,38671,0.10%
2026,5,38680,0.20%
2026,5,38816,0.00%
2026,5,38875,0.30%
2026,5,38984,0.10%
2026,5,43007,0.10%
2026,5,43019,0.20%
2026,5,43154,0.10%
2026,5,38258,4.10%
2026,5,38313,1.00%
2026,5,38322,0.10%
2026,5,38380,0.00%
2026,5,38545,0.10%
2026,5,38582,1.20%
2026,5,38670,1.50%
2026,5,38836,1.90%
2026,5,38869,0.20%
2026,5,38874,3.30%
2026,5,38977,0.30%
2026,5,43143,0.60%
2026,5,38122,1.00%
2026,5,38148,2.00%
2026,5,38150,0.90%
2026,5,38189,2.70%
2026,5,38225,0.40%
2026,5,38233,3.60%
2026,5,38361,6.80%
2026,5,38414,0.50%
2026,5,38438,3.60%
2026,5,38485,2.60%
2026,5,38508,2.00%
2026,5,38534,1.20%
2026,5,38578,0.10%
2026,5,38607,6.80%
2026,5,38633,2.60%
2026,5,38704,0.60%
2026,5,38747,0.80%
2026,5,38749,15.10%
2026,5,38769,4.10%
2026,5,38829,2.30%
2026,5,38847,5.00%
2026,5,38957,7.20%
2026,5,43011,0.50%
2026,5,43147,7.00%
2026,5,38243,12.40%
2026,5,38252,5.90%
2026,5,38271,1.90%
2026,5,38274,7.50%
2026,5,38277,9.70%
2026,5,38307,4.40%
2026,5,38326,1.20%
2026,5,38383,14.20%
2026,5,38446,2.10%
2026,5,38509,15.10%
2026,5,38539,0.90%
2026,5,38664,18.60%
2026,5,38667,0.40%
2026,5,38740,0.40%
2026,5,38763,4.30%
2026,5,38778,1.10%
2026,5,38779,18.00%
2026,5,38922,7.50%
2026,5,38933,1.50%
2026,5,38948,0.90%
2026,5,38952,1.50%
2026,5,43016,11.30%
2026,5,43060,9.50%
2026,5,43106,16.20%
2026,5,43156,4.20%
2026,5,38245,1.50%
2026,5,38247,1.70%
