Año,Semana,Ceco,FHW
2026,23,38987,7.30%
2026,23,43059,3.80%
2026,23,43068,0.70%
2026,23,38158,4.70%
2026,23,38166,3.00%
2026,23,38390,2.70%
2026,23,38400,0.30%
2026,23,38445,8.20%
2026,23,38512,19.90%
2026,23,38532,7.30%
2026,23,38751,4.70%
2026,23,38777,5.60%
2026,23,38780,4.60%
2026,23,38798,5.40%
2026,23,38810,2.00%
2026,23,38180,3.80%
2026,23,38184,8.40%
2026,23,38198,12.90%
2026,23,38533,7.40%
2026,23,38540,15.10%
2026,23,38564,16.80%
2026,23,38741,7.30%
2026,23,38765,24.70%
2026,23,38788,13.90%
2026,23,38865,13.40%
2026,23,38968,12.80%
2026,23,38196,7.40%
2026,23,38246,12.80%
2026,23,38254,19.30%
2026,23,38263,27.20%
2026,23,38336,26.00%
2026,23,38596,14.90%
2026,23,38830,6.30%
2026,23,38883,21.20%
2026,23,38898,11.00%
2026,23,38935,17.90%
2026,23,38958,22.60%
2026,23,38963,10.00%
2026,23,38981,0.00%
2026,23,43005,10.20%
2026,23,38205,9.30%
2026,23,38207,1.30%
2026,23,38371,15.80%
2026,23,38411,18.50%
2026,23,38527,6.60%
2026,23,38546,9.50%
2026,23,38651,7.70%
2026,23,38677,20.70%
2026,23,38719,20.60%
2026,23,38837,16.70%
2026,23,43111,28.40%
2026,23,43132,20.40%
2026,23,43194,4.10%
2026,23,43195,4.80%
2026,23,38248,5.20%
2026,23,38671,9.50%
2026,23,38680,9.80%
2026,23,38808,4.90%
2026,23,38816,10.00%
2026,23,38875,8.90%
2026,23,38984,13.80%
2026,23,43007,6.80%
2026,23,43019,12.40%
2026,23,43154,21.20%
2026,23,43181,21.50%
2026,23,43182,3.40%
2026,23,38258,9.80%
2026,23,38313,5.80%
2026,23,38322,4.10%
2026,23,38380,1.50%
2026,23,38545,7.50%
2026,23,38582,20.70%
2026,23,38670,4.80%
2026,23,38836,9.00%
2026,23,38869,16.30%
2026,23,38874,17.80%
2026,23,38977,3.50%
2026,23,43143,8.10%
2026,23,38122,6.10%
2026,23,38148,6.50%
2026,23,38150,7.90%
2026,23,38189,3.60%
2026,23,38225,2.80%
2026,23,38233,6.20%
2026,23,38361,13.20%
2026,23,38414,8.30%
2026,23,38438,4.60%
2026,23,38485,8.60%
2026,23,38508,9.70%
2026,23,38534,3.20%
2026,23,38578,5.10%
2026,23,38607,14.80%
2026,23,38633,5.70%
2026,23,38704,2.80%
2026,23,38747,0.60%
2026,23,38749,7.20%
2026,23,38769,7.70%
2026,23,38829,4.60%
2026,23,38847,8.70%
2026,23,38957,9.50%
2026,23,43011,13.20%
2026,23,43058,13.70%
2026,23,43147,12.40%
2026,23,38243,7.10%
2026,23,38252,9.40%
2026,23,38271,6.30%
2026,23,38274,7.10%
2026,23,38277,8.50%
2026,23,38307,5.90%
2026,23,38326,4.30%
2026,23,38383,7.40%
2026,23,38446,9.60%
2026,23,38509,8.80%
2026,23,38539,7.80%
2026,23,38664,12.10%
2026,23,38667,10.10%
2026,23,38740,4.80%
2026,23,38763,8.30%
2026,23,38778,9.10%
2026,23,38779,7.00%
2026,23,38922,7.00%
2026,23,38933,9.50%
2026,23,38948,1.60%
2026,23,38952,11.30%
2026,23,43016,17.70%
2026,23,43060,9.00%
2026,23,43106,15.50%
2026,23,43156,8.60%
2026,23,38245,9.40%
2026,23,38247,4.40%
2026,23,38251,12.30%
2026,23,38453,1.00%
2026,23,38552,2.00%
2026,23,38673,4.40%
2026,23,38884,12.80%
2026,23,38904,5.40%
2026,23,43027,21.90%
2026,23,43032,19.00%
2026,23,43089,5.80%
2026,23,38268,12.40%
2026,23,38286,19.30%
2026,23,38601,12.00%
2026,23,38642,2.50%
2026,23,38729,9.00%
2026,23,38809,1.70%
2026,23,38812,3.40%
2026,23,38832,8.00%
2026,23,38899,0.60%
2026,23,38997,8.80%
2026,23,43209,18.00%
2026,23,38262,11.40%
2026,23,38355,7.80%
2026,23,38392,8.20%
2026,23,38473,15.20%
2026,23,38506,9.60%
2026,23,38563,10.80%
2026,23,38630,4.40%
2026,23,38734,15.10%
2026,23,38891,10.90%
2026,23,38912,15.70%
2026,23,38974,15.60%
2026,23,43063,4.80%
2026,23,43185,26.00%
2026,23,38265,9.60%
2026,23,38412,2.40%
2026,23,38450,5.20%
2026,23,38737,10.60%
2026,23,38848,7.90%
2026,23,38934,6.00%
2026,23,38999,7.30%
2026,23,43076,30.50%
2026,23,43204,15.40%
2026,23,38683,13.20%
2026,23,38726,19.10%
2026,23,38743,7.10%
2026,23,38873,19.00%
2026,23,43003,8.70%
2026,23,43042,7.70%
2026,23,43096,17.10%
2026,23,38283,14.90%
2026,23,38342,18.80%
2026,23,38353,34.30%
2026,23,38524,23.60%
2026,23,38591,9.70%
2026,23,38666,9.50%
2026,23,38685,27.00%
2026,23,38693,11.60%
2026,23,38797,20.40%
2026,23,38985,15.30%
2026,23,38998,16.90%
2026,23,43110,26.00%
2026,23,43168,12.80%
2026,23,38305,3.30%
2026,23,38860,6.50%
2026,23,38895,6.80%
2026,23,43036,5.20%
2026,23,43040,9.20%
2026,23,43125,19.60%
2026,23,43149,11.10%
2026,23,43155,9.20%
2026,23,38306,2.50%
2026,23,38315,8.20%
2026,23,38520,9.00%
2026,23,38631,8.20%
2026,23,38665,0.70%
2026,23,38669,4.70%
2026,23,38689,5.50%
2026,23,38735,10.60%
2026,23,38818,5.10%
2026,23,38953,7.50%
2026,23,43050,12.10%
2026,23,43071,3.70%
2026,23,38331,3.70%
2026,23,38459,7.70%
2026,23,38565,9.10%
2026,23,38650,8.60%
2026,23,38820,3.90%
2026,23,38947,12.10%
2026,23,38959,11.10%
2026,23,43031,3.50%
2026,23,43056,7.60%
2026,23,38457,7.70%
2026,23,38492,18.30%
2026,23,38618,0.50%
2026,23,38776,10.40%
2026,23,38986,19.10%
2026,23,43161,15.50%
2026,23,38320,29.90%
2026,23,38323,6.60%
2026,23,38334,16.10%
2026,23,38350,7.20%
2026,23,38362,2.70%
2026,23,38373,5.10%
2026,23,38388,10.50%
2026,23,38518,7.90%
2026,23,38573,17.10%
2026,23,38574,22.80%
2026,23,38598,11.60%
2026,23,38609,5.80%
2026,23,38705,8.90%
2026,23,38759,9.20%
2026,23,38786,15.60%
2026,23,38826,4.90%
2026,23,38955,3.00%
2026,23,38988,12.50%
2026,23,43054,20.90%
2026,23,43088,35.80%
2026,23,43098,12.70%
2026,23,43133,11.80%
2026,23,43134,8.60%
2026,23,38250,5.60%
2026,23,38295,12.00%
2026,23,38467,5.10%
2026,23,38728,6.60%
2026,23,38757,11.90%
2026,23,38864,3.70%
2026,23,38871,11.40%
2026,23,38886,1.40%
2026,23,38916,2.80%
2026,23,38944,3.50%
2026,23,38976,3.00%
2026,23,43033,5.90%
2026,23,43180,20.00%
2026,23,38351,2.80%
2026,23,38375,5.40%
2026,23,38429,9.90%
2026,23,38511,0.90%
2026,23,38567,5.60%
2026,23,38678,5.60%
2026,23,38684,17.60%
2026,23,38716,12.50%
2026,23,38718,5.20%
2026,23,38996,4.50%
2026,23,43034,5.20%
2026,23,43164,8.60%
2026,23,43183,9.00%
2026,23,38357,1.90%
2026,23,38358,10.10%
2026,23,38790,5.00%
2026,23,38793,4.50%
2026,23,38893,16.60%
2026,23,38908,3.10%
2026,23,38939,5.30%
2026,23,43064,20.00%
2026,23,43170,3.60%
2026,23,38502,0.60%
2026,23,38594,2.00%
2026,23,38657,8.70%
2026,23,38659,2.50%
2026,23,38800,7.40%
2026,23,38801,3.20%
2026,23,38855,3.60%
2026,23,43026,3.80%
2026,23,43163,7.30%
2026,23,43169,7.00%
2026,23,38193,0.80%
2026,23,38372,4.20%
2026,23,38416,7.30%
2026,23,38499,3.10%
2026,23,38530,3.80%
2026,23,38549,2.20%
2026,23,38715,6.70%
2026,23,38951,2.80%
2026,23,43105,5.00%
2026,23,38117,16.30%
2026,23,38176,28.10%
2026,23,38197,12.40%
2026,23,38427,4.90%
2026,23,38458,3.30%
2026,23,38475,12.50%
2026,23,38561,5.70%
2026,23,38590,8.30%
2026,23,38656,12.50%
2026,23,38695,7.10%
2026,23,38770,6.60%
2026,23,38859,4.00%
2026,23,43152,10.90%
2026,23,38126,1.50%
2026,23,38179,2.10%
2026,23,38185,4.50%
2026,23,38292,8.70%
2026,23,38439,6.00%
2026,23,38452,4.10%
2026,23,38466,4.50%
2026,23,38553,1.10%
2026,23,38568,4.00%
2026,23,38799,3.40%
2026,23,38815,6.00%
2026,23,38918,8.00%
2026,23,43107,2.80%
2026,23,38178,21.10%
2026,23,38199,13.40%
2026,23,38238,6.10%
2026,23,38244,13.70%
2026,23,38276,12.60%
2026,23,38303,1.00%
2026,23,38510,8.40%
2026,23,38603,29.30%
2026,23,38739,14.20%
2026,23,38844,8.70%
2026,23,38849,5.20%
2026,23,38970,8.60%
2026,23,38333,9.90%
2026,23,38339,10.50%
2026,23,38368,4.30%
2026,23,38401,14.20%
2026,23,38456,14.60%
2026,23,38515,13.70%
2026,23,38604,8.80%
2026,23,38862,13.80%
2026,23,38894,12.10%
2026,23,43193,4.60%
2026,23,38377,14.90%
2026,23,38480,14.40%
2026,23,38559,7.90%
2026,23,38629,10.70%
2026,23,38750,0.00%
2026,23,38846,12.30%
2026,23,38882,17.30%
2026,23,43055,13.20%
2026,23,43135,12.60%
2026,23,38154,4.70%
2026,23,38221,6.90%
2026,23,38228,3.90%
2026,23,38241,2.00%
2026,23,38314,6.00%
2026,23,38324,11.50%
2026,23,38384,2.40%
2026,23,38592,14.60%
2026,23,38679,11.30%
2026,23,43030,10.70%
2026,23,43151,18.20%
2026,23,38348,4.70%
2026,23,38396,12.90%
2026,23,38410,4.80%
2026,23,38451,10.00%
2026,23,38536,6.60%
2026,23,38550,8.20%
2026,23,38649,6.90%
2026,23,38682,7.80%
2026,23,43044,13.50%
2026,23,43157,6.80%
2026,23,38255,18.50%
2026,23,38302,18.50%
2026,23,38311,15.60%
2026,23,38434,9.40%
2026,23,38714,10.90%
2026,23,38745,9.40%
2026,23,38814,6.90%
2026,23,38980,6.30%
2026,23,43092,14.10%
2026,23,43145,31.00%
2026,23,43171,13.90%
2026,23,43174,20.20%
2026,23,38300,13.20%
2026,23,38316,21.50%
2026,23,38329,12.90%
2026,23,38655,10.00%
2026,23,38758,14.30%
2026,23,38867,6.90%
2026,23,38926,1.90%
2026,23,43000,21.70%
2026,23,38318,6.10%
2026,23,38337,1.80%
2026,23,38476,4.40%
2026,23,38621,2.90%
2026,23,38707,7.70%
2026,23,38892,1.10%
2026,23,38971,4.30%
2026,23,38973,9.00%
2026,23,38321,5.70%
2026,23,38325,4.10%
2026,23,38341,8.80%
2026,23,38490,6.40%
2026,23,38708,6.30%
2026,23,38909,7.50%
2026,23,38927,3.10%
2026,23,38932,14.50%
2026,23,38960,25.00%
2026,23,38170,4.00%
2026,23,38218,14.90%
2026,23,38237,2.80%
2026,23,38249,25.50%
2026,23,38287,4.80%
2026,23,38290,11.20%
2026,23,38304,7.10%
2026,23,38330,21.50%
2026,23,38905,2.30%
2026,23,38978,6.10%
2026,23,38431,9.90%
2026,23,38529,9.00%
2026,23,38811,15.30%
2026,23,38903,8.00%
2026,23,38924,14.80%
2026,23,38930,9.90%
2026,23,38937,10.40%
2026,23,38965,2.10%
2026,23,38992,10.50%
2026,23,38995,9.10%
2026,23,38123,8.20%
2026,23,38155,9.60%
2026,23,38203,3.20%
2026,23,38234,8.00%
2026,23,38376,5.20%
2026,23,38463,6.50%
2026,23,38487,1.50%
2026,23,38497,12.00%
2026,23,38762,11.10%
2026,23,38785,5.80%
2026,23,43123,12.70%
2026,23,38201,4.10%
2026,23,38223,4.80%
2026,23,38224,6.20%
2026,23,38584,5.80%
2026,23,38742,13.10%
2026,23,38907,8.60%
2026,23,38278,7.40%
2026,23,38282,2.60%
2026,23,38310,14.40%
2026,23,38531,17.70%
2026,23,38537,8.70%
2026,23,38870,10.90%
2026,23,38920,7.60%
2026,23,43018,8.50%
2026,23,38161,
2026,23,38165,
2026,23,38171,
2026,23,38182,
2026,23,38206,
2026,23,38215,
2026,23,38231,
2026,23,38297,
2026,23,38299,
2026,23,38395,
2026,23,38521,
2026,23,38576,
2026,23,38608,
2026,23,38626,
2026,23,38641,
2026,23,38767,
2026,23,38775,
2026,23,38795,
2026,23,38796,
2026,23,38803,
2026,23,38853,
2026,23,38877,
2026,23,38885,
2026,23,38900,
2026,23,38901,
2026,23,38906,
2026,23,38910,
2026,23,38911,
2026,23,38929,
2026,23,38943,
2026,23,43038,
2026,23,43082,
2026,23,43083,
2026,23,43162,
2026,24,38209,3.70%
2026,24,38317,6.30%
2026,24,38489,8.60%
2026,24,38589,6.30%
2026,24,38843,10.60%
2026,24,38872,19.20%
2026,24,38950,9.90%
2026,24,38989,13.40%
2026,24,43029,31.40%
2026,24,38101,2.40%
2026,24,38240,1.30%
2026,24,38272,1.20%
2026,24,38285,2.10%
2026,24,38291,0.70%
2026,24,38389,5.30%
2026,24,38404,2.60%
2026,24,38422,3.20%
2026,24,38433,2.80%
2026,24,38555,4.80%
2026,24,38613,14.30%
2026,24,38654,11.10%
2026,24,38681,5.10%
2026,24,43188,15.30%
2026,24,38183,6.50%
2026,24,38387,9.00%
2026,24,38577,2.40%
2026,24,38721,9.20%
2026,24,38732,4.20%
2026,24,38736,4.60%
2026,24,38813,2.10%
2026,24,38821,3.70%
2026,24,38857,25.10%
2026,24,43008,13.70%
2026,24,43124,15.20%
2026,24,38344,7.40%
2026,24,38635,5.40%
2026,24,38109,9.90%
2026,24,38173,3.00%
2026,24,38312,5.30%
2026,24,38378,8.20%
2026,24,38423,0.50%
2026,24,38432,10.90%
2026,24,38440,3.50%
2026,24,38483,5.20%
2026,24,38498,2.70%
2026,24,38504,6.70%
2026,24,38554,0.10%
2026,24,38556,2.80%
2026,24,38558,11.00%
2026,24,38602,7.40%
2026,24,38658,4.50%
2026,24,38752,4.60%
2026,24,38850,3.60%
2026,24,38113,9.70%
2026,24,38139,10.00%
2026,24,38152,16.80%
2026,24,38208,13.30%
2026,24,38239,7.70%
2026,24,38365,7.00%
2026,24,38417,10.90%
2026,24,38430,4.10%
2026,24,38484,10.10%
2026,24,38585,9.20%
2026,24,38620,7.90%
2026,24,38663,16.20%
2026,24,43025,4.00%
2026,24,38111,4.20%
2026,24,38118,5.70%
2026,24,38194,2.50%
2026,24,38219,3.50%
2026,24,38349,12.30%
2026,24,38399,4.10%
2026,24,38405,4.60%
2026,24,38470,8.30%
2026,24,38557,5.70%
2026,24,38581,0.70%
2026,24,38600,0.10%
2026,24,38612,4.00%
2026,24,38676,4.20%
2026,24,38982,8.80%
2026,24,43045,9.00%
2026,24,38107,7.30%
2026,24,38116,6.40%
2026,24,38124,6.20%
2026,24,38129,5.40%
2026,24,38169,5.70%
2026,24,38398,12.30%
2026,24,38428,11.60%
2026,24,38447,1.00%
2026,24,38544,3.90%
2026,24,38571,5.00%
2026,24,38580,6.30%
2026,24,38615,6.00%
2026,24,38691,8.30%
2026,24,43159,4.10%
2026,24,38226,13.30%
2026,24,38279,0.80%
2026,24,38289,1.20%
2026,24,38418,3.50%
2026,24,38419,3.00%
2026,24,38468,4.40%
2026,24,38477,3.80%
2026,24,38496,4.80%
2026,24,38611,9.50%
2026,24,38645,14.90%
2026,24,38725,17.40%
2026,24,43070,8.70%
2026,24,38131,6.50%
2026,24,38172,3.70%
2026,24,38402,4.90%
2026,24,38406,1.90%
2026,24,38543,5.10%
2026,24,38560,1.50%
2026,24,38605,8.10%
2026,24,38625,6.80%
2026,24,38771,0.80%
2026,24,38784,3.30%
2026,24,38791,0.40%
2026,24,38806,10.50%
2026,24,38866,1.50%
2026,24,38133,16.20%
2026,24,38190,6.20%
2026,24,38192,8.80%
2026,24,38280,11.70%
2026,24,38634,6.80%
2026,24,38638,6.60%
2026,24,38804,4.80%
2026,24,38949,5.30%
2026,24,43069,18.10%
2026,24,43074,25.30%
2026,24,43166,8.90%
2026,24,38146,12.80%
2026,24,38157,4.80%
2026,24,38519,7.20%
2026,24,38698,4.70%
2026,24,38761,4.30%
2026,24,38768,7.20%
2026,24,38819,6.60%
2026,24,38831,8.10%
2026,24,38840,9.10%
2026,24,38897,6.90%
2026,24,43009,11.40%
2026,24,38114,11.00%
2026,24,38360,12.80%
2026,24,38367,6.90%
2026,24,38379,1.40%
2026,24,38393,9.20%
2026,24,38469,4.80%
2026,24,38471,7.60%
2026,24,38472,16.60%
2026,24,38494,12.70%
2026,24,38637,5.10%
2026,24,38817,4.10%
2026,24,38964,2.90%
2026,24,38164,11.70%
2026,24,38222,11.80%
2026,24,38264,11.50%
2026,24,38599,17.80%
2026,24,38690,14.50%
2026,24,38731,10.40%
2026,24,38756,2.40%
2026,24,38787,5.00%
2026,24,38942,16.80%
2026,24,43100,8.40%
2026,24,38204,18.70%
2026,24,38359,10.60%
2026,24,38876,20.20%
2026,24,38917,7.90%
2026,24,43021,32.80%
2026,24,38217,27.40%
2026,24,38257,16.40%
2026,24,38259,10.90%
2026,24,38516,10.40%
2026,24,38586,4.90%
2026,24,38610,7.90%
2026,24,38993,25.60%
2026,24,43086,35.70%
2026,24,43146,12.10%
2026,24,38211,15.40%
2026,24,38212,7.40%
2026,24,38214,14.10%
2026,24,38354,22.80%
2026,24,38370,13.00%
2026,24,38639,20.90%
2026,24,38711,34.20%
2026,24,38723,12.70%
2026,24,38889,11.10%
